Yield_Pass_Fail,Sensor#60,Sensor#248,Sensor#520,Sensor#104,Sensor#349,Sensor#469,Sensor#289,Sensor#65,Sensor#206,Sensor#572,Sensor#386,Sensor#131,Sensor#34,Sensor#66,Sensor#511,Sensor#478,Sensor#113,Sensor#563,Sensor#20,Sensor#342,Sensor#378,Sensor#127,Sensor#427,Sensor#154,Sensor#347,Sensor#426,Sensor#22,Sensor#29,Sensor#125,Sensor#346,Sensor#153,Sensor#406,Sensor#574,Sensor#183,Sensor#123,Sensor#283,Sensor#130,Sensor#571,Sensor#417,Sensor#288,Sensor#453,Sensor#578,Sensor#32,Sensor#291,Sensor#71,Sensor#42,Sensor#39,Sensor#421,Sensor#211,Sensor#156
0,6.25,0,0,-0.0102,0.0441,73.92,0.0056,13.75,6.6,2.1203,0,0.5638,8.3436,14.1161,38.4236,4.275,0,261.368,12.6184,1.9929,0.0024,2.389,1.7093,0.0164,0,4.8857,-5738.75,72.1,15.71,0,0.4622,0.0251,0.3107,4.41,6.355,0.0052,-3.496,534.08,0,0.1297,4.2846,14.6551,3.4473,0.0877,628.4509,4.886,87.0565,1.6247,0.1552,0.32
0,1.47,0.0138,3.0089,-0.0111,0.0168,504.7619,0.0024,18.53,8.24,2.032,0.0038,0.7651,8.6544,24.4,33.3333,5.7143,0.4586,264.272,12.5949,2.3507,0.0009,3.099,0.7867,0.0077,0,5.5509,-5227.5,67.4778,15.71,0,0.5644,0.0317,0.3435,13.26,3.865,0.0036,-2.08,529.6464,3.4446,0.1615,4.8813,16.9045,3.4968,0.0505,622.6936,2.584,86.33,1.1604,0.0601,0.21
0,6.6,0.0216,4.6859,-0.009,0.0151,64.5455,0.0052,13.4,7.86,2.4995,0.0056,0.8387,8.7851,17.1233,44.3213,5.2891,0.4613,266.414,12.5227,2.2328,0.0017,2.819,1.6145,0.0155,10.4878,8.2564,-6506.75,68.9444,15.84,15.3719,0.8092,0.0258,0.181,12.09,3.004,0.0061,0.7096,532.9282,3.2624,0.218,6.4676,7.2419,4.6644,0.0695,627.3664,3.029,86.585,1.8826,0.0508,0.28
0,-1.8045,0,0,-0.0086,0.0205,691.0327,0.0054,21.8045,10.96,1.8675,0,0.6153,8.6024,30.1905,42.0438,7.2043,0,264.272,12.3937,3.0621,0.0015,2.538,1.6506,0.0159,0,10.6983,-6458,74.7778,15.73,0,1.0363,0.0281,0.222,16.44,4.722,0.0096,-0.1892,536.9836,0.9717,0.3021,5.8052,11.8876,2.1962,0.0582,630.4873,2.243,86.8309,2.896,0.0677,0.24
0,-1.79,0.0196,4.2165,-0.0136,0.0151,457.5419,0.0036,21.79,3.43,2.1448,0.0062,0.5812,8.4278,27.6339,30.0366,2.2725,0.4655,265.89,12.478,1.1528,0.002,2.521,1.174,0.0114,0,4.3943,-5445.5,72.3778,15.77,0,0.4227,0.0231,0.497,9.64,6.442,0.0047,-1.608,532.0973,2.7396,0.1219,6.9322,23.1735,3.3266,0.0532,611.5745,2.97,87.1524,1.5165,0.0644,0.18
0,-3.6855,0.0225,4.8777,-0.0111,0.0291,231.1791,0.0035,23.6855,8.41,1.9722,0.0063,0.7436,8.5855,28.4754,36.036,5.7486,0.4609,265.448,12.4673,2.1545,0.0015,2.471,1.0482,0.0102,0,9.4317,-6234.5,69.7889,15.96,0,0.9159,0.0112,0.2812,10.02,4.92,0.0043,-0.0946,533.7682,3.2064,0.2726,4.7477,14.2593,4.6127,0.0498,636.9327,2.809,86.8774,1.3434,0.1245,0.21
0,5.5964,0.0137,2.9644,-0.014,0.0196,355.0521,0.0031,16.067,7.12,2.147,0.0043,0.5325,8.272,20.7242,49.4624,4.8447,0.4619,265.002,12.3996,2.0684,0.0018,2.34,0.9775,0.0095,3.4848,4.5674,-5204,74.1222,15.71,9.4058,0.4368,0.0267,0.4487,16.44,6.09,0.0062,-0.5677,533.3709,3.5669,0.1272,5.1948,20.9001,3.2497,0.0703,613.6691,2.974,87.1367,1.9711,0.0711,0.24
0,5.4709,0.0372,8.0256,-0.0123,0.0133,114.2406,0.0028,14.5291,7.95,2.2544,0.0093,0.8264,8.8889,18.5294,23.6735,5.2009,0.4633,262.338,11.9482,2.3854,0.001,2.825,0.8581,0.0084,2.0231,5.1933,-5652.5,74.9111,15.84,4.4685,0.4821,0.0378,0.2994,7.56,3.583,0.0038,0,531.8455,2.9159,0.1381,5.446,13.283,3.4319,0.0619,621.4209,3.395,86.9977,1.197,0.0556,0.23
0,-5.1618,0,0,-0.0104,0.0244,207.2913,0.0046,25.1618,7.33,2.1082,0,0.6567,8.4891,31.5349,40.3361,4.881,0,264.272,12.5339,2.2524,0.0013,2.495,1.4926,0.0145,1.9924,2.906,-5553,74.6667,15.73,2.4363,0.2891,0.0197,0.2616,14.45,4.149,0.0056,0,532.8145,3.9484,0.0988,6.8497,12.4089,3.3758,0.1352,638.6982,3.123,86.8889,1.6784,0.0719,0.6
0,0.1618,0.0221,4.7875,-0.0116,0.0176,0,0.0066,19.8382,14.01,2.2472,0.0051,0.6645,8.5459,25.1262,39.7838,9.6091,0.4624,269.118,12.4896,4.5182,0.0012,2.421,2.0403,0.0196,0,11.6792,-5697.5,65.8222,15.78,0,1.1073,0.0124,0.2548,8.23,3.981,0.0085,-0.4731,533.6555,4.0107,0.2963,4.9778,11.3379,3.3272,0.1923,614.3436,2.013,86.6954,2.5423,0.0759,0.93
0,23.7709,0.0632,13.5668,-0.0115,0.0968,32.6029,0.005,16.2291,7.49,1.6887,0.0092,0.758,9.2655,22.9026,47.8261,5.1866,0.466,264.282,12.4786,2.2863,0.002,2.544,1.5329,0.0148,1.9593,16.9031,-5521.25,64.0333,15.82,6.8662,1.6821,0.0271,0.1703,10.25,4.036,0.0082,-0.2838,532.8455,3.7397,0.5069,5.5291,10.0828,3.4746,0.1746,616.9991,3.923,86.4804,2.6109,0.459,0.6
0,2.0509,0,0,-0.0114,0.026,214.0514,0.0044,17.9491,12.38,1.8126,0,0.7202,8.6556,21.0498,60.6593,8.3516,0,264.272,12.5439,3.4824,0.0011,2.594,1.4331,0.0139,0,5.6239,-5445.25,67.9778,15.84,0,0.5324,0.0077,0.2619,5.53,4.185,0.0071,-0.615,532.1073,3.3356,0.1568,6.5409,14.448,3.3886,0.0901,620.1955,2.54,86.3125,2.1524,0.0809,0.35
0,1.5445,0.0209,4.5666,-0.01,0.0322,376.8099,0.0017,18.4555,11.19,2.1146,0.0076,0.7159,8.7219,26.3116,38.143,7.4055,0.4573,0,12.4922,2.9174,0.002,2.535,0.5544,0.0054,0,4.8851,-6545,70.2778,15.74,0,0.4699,0.0342,0.4019,6.94,4.332,0.002,-0.2365,529.1382,4.7816,0.1408,4.9736,19.0059,4.7033,0.089,623.5282,3.629,86.5265,0.6586,0.1201,0.46
0,-3.1964,0,0,-0.0073,0.0291,131.0865,0.0064,23.1964,6.62,2.068,0,0.7348,8.627,28.1993,45.0512,4.4213,0,286.65,12.3808,2.2705,0.002,2.594,2.1399,0.0206,0,7.4913,-5362.5,68.4333,15.74,0,0.7466,0.0137,0.2424,9.26,3.882,0.0093,-0.8042,531.9873,3.814,0.2138,6.0216,11.7201,3.4314,0.1244,623.2873,2.303,86.4671,3.0102,0.0903,0.42
0,17.1673,0.0496,10.6962,-0.0022,0.0345,43.8043,0.0022,22.8327,7.45,2.1349,0.0095,0.7536,9.2405,31.2675,113.6364,4.9413,0.4634,242.534,12.5506,2.0614,0.0011,2.677,0.6562,0.0064,6.4749,3.3274,-5535.25,62.7444,15.83,6.8702,0.3228,0.0336,0.4176,11.59,3.987,0.0022,-0.0946,537.6355,1.7379,0.112,4.8866,19.563,3.3399,0.0947,631.8491,2.634,88.2207,0.6364,0.1133,0.36
0,1.0218,0.0452,9.7985,-0.0121,0.0168,466.8149,0.0038,18.9782,5.06,2.3759,0.0096,0.6802,8.5987,23.6862,35.5739,3.4914,0.4617,264.376,12.6006,1.6936,0.0012,2.467,1.1866,0.0115,2.9052,6.9587,-6347.75,71.4222,15.91,6.052,0.7334,0.0114,0.4187,12.26,4.062,0.0067,-0.7096,533.3591,2.9503,0.2118,4.5356,17.6233,4.6388,0.1013,631.7055,3.312,86.7807,2.06,0.069,0.62
0,4.8791,0,0,-0.0103,0.0185,106.5772,0.0021,15.1209,4.55,2.032,0,0.8443,8.942,20.4622,37.9101,3.1537,0,264.272,12.5949,1.5234,0.0014,2.924,0.6899,0.0067,0,4.3027,-5684.5,72.0333,15.75,0,0.414,0.0184,0.3435,12.91,2.96,0.0024,-2.553,529.6464,4.3859,0.1319,5.5662,16.9045,3.3536,0.0505,622.1618,3.233,86.8846,0.7659,0.0695,0.21
0,-0.8045,0.0175,3.7958,-0.0118,0.0297,718.4181,0.0142,20.8045,5.91,2.0978,0.0047,0.8162,8.5855,28.8009,55.1432,4.1344,0.4604,269.174,12.4333,2.1067,0.0016,2.72,5.1001,0.0487,0,35.0215,-6190,67.9111,15.97,0,3.4031,0.0122,0.3154,9.34,3.438,0.0068,0.0473,536.44,4.9747,1.0529,5.3166,15.0358,4.6494,0.1211,625.4464,2.809,86.8774,2.1508,0.1067,0.5
0,-2.9609,0,0,-0.0141,0.0134,296.5305,0.0055,22.9609,10.81,1.7961,0,0.6534,8.2963,30.9387,17.6991,7.3252,0,271.75,12.5184,3.406,0.0015,2.532,1.7736,0.0171,3.0851,7.5851,-5426,72.3222,15.57,5.2909,0.7523,0.0258,1.2113,14.92,4.289,0.0083,-0.8042,569.9964,4.4829,0.2147,6.2843,67.4386,3.4849,0.1083,632.5291,3.53,86.955,2.6642,0.0545,0.39
0,4.4209,0,0,-0.0091,0.0188,132.3257,0.0042,15.5791,8.29,2.1401,0,0.6595,8.7552,19.1247,55.0206,5.5992,0,276.338,12.3937,2.9068,0.0012,2.671,1.2645,0.0123,0,3.9863,-5337,72.4889,15.77,0,0.4086,0.0321,0.4659,15.64,4.775,0.0065,-0.0946,532.1618,1.5228,0.1295,7.0032,21.7713,3.3309,0.0582,622.2318,3.074,86.438,2.1117,0.0749,0.24
0,-3.8991,0,0,-0.0135,0.0153,63.861,0.0032,23.8991,6.23,2.0745,0,0.655,9.004,30.4731,32.4723,4.1392,0,264.272,12.5169,2.1139,0.0013,2.658,0.9797,0.0096,0,3.852,-5713,75.1778,15.72,0,0.3783,0.0308,0.3277,7.55,4.682,0.0043,-0.9934,532.9918,5.0684,0.1316,5.3065,15.7946,3.2598,0.0867,632.1718,4.597,86.4814,1.2724,0.0645,0.29
0,0.6573,0.0212,4.5618,-0.0091,0.0242,0,0.0039,19.3427,10.72,2.0119,0.0057,0.7772,8.5298,26.5918,42.9161,7.1117,0.4642,279.274,12.4694,2.616,0.0014,2.589,1.2209,0.0119,3.2652,3.5704,-5498.75,73.8111,16.07,3.9844,0.3642,0.0102,0.3885,14.32,4.137,0.0068,0.2838,527.6991,2.2532,0.1174,6.9854,19.3112,3.5234,0.116,625.1473,5.586,86.976,2.1677,0.0886,0.66
0,-2.5682,0,0,-0.0117,0.0171,349.2743,0.0017,22.5682,4.75,1.9809,0,0.8046,8.6799,30.4269,62.5938,3.2156,0,264.272,12.5786,1.5813,0.0018,2.753,0.543,0.0053,0,2.9802,-5573,67.5333,15.7,0,0.2866,0.0411,0.2234,6.09,3.108,0.0029,0.0946,528.7673,4.6164,0.1098,5.1174,11.28,3.4797,0.074,614.23,4.938,86.3671,0.7577,0.0717,0.3
0,3.6809,0,0,-0.0123,0,128.7725,0.0027,16.3191,5.47,2.1154,0,0.8722,8.6382,19.1895,41.5902,3.5974,0,256.598,12.4192,1.7714,0.0015,2.924,0.8821,0.0086,0,6.5983,-5223.25,69.8111,15.93,0,0.6629,0.0445,0.4655,8.95,2.032,0.0039,0,532.2627,5.8361,0.1948,4.3747,22.006,3.1888,0.0701,614.7836,1.989,86.4852,1.2569,0,0.32
0,1.4218,0.2045,43.6744,-0.0083,0.0275,623.1458,0.0078,18.5782,7.79,2.5605,0.0288,0.6897,9.1757,24.6272,41.0876,5.4321,0.4682,265.4,12.4104,2.3173,0.0014,2.571,2.4973,0.0239,2.8738,13.5032,-5429,67.6222,15.87,5.6028,1.2675,0.021,0.2181,10.34,4.232,0.0103,-0.5204,531.6236,2.7397,0.3756,6.2677,8.5168,3.379,0.1594,617.5136,3.967,86.9721,3.3167,0.0887,0.54
0,8.9964,0.0203,4.4113,-0.0124,0.0177,90.9256,0.0027,11.0036,10.59,1.9812,0.0067,0.6676,9.1141,17.4511,35.4481,7.364,0.4593,261.09,12.5039,2.5629,0.0012,2.563,0.8991,0.0088,0,3.339,-5339.75,74.9778,15.73,0,0.3174,0.0152,0.2753,13.88,4.058,0.0044,-0.8988,530.0846,3.3356,0.1037,6.1254,13.8979,3.4279,0.0657,629.6236,2.694,87.2937,1.2985,0.065,0.26
0,3.8509,0,0,-0.0061,0.0189,265.9112,0.0045,16.1491,5.05,2.1345,0,0.7509,9.1502,21.2791,99.389,3.3876,0,264.724,12.4278,1.9747,0.0016,2.914,1.3959,0.0135,3.0671,4.4947,-5527,60.9111,15.83,4.7686,0.4489,0.0131,0.2879,9.98,3.62,0.006,0.0473,529.3927,4.7292,0.1318,5.2882,13.4859,3.1941,0.1166,611.5009,3.958,88.2074,1.8942,0.0622,0.39
0,-0.3327,0,0,-0.0035,0.0265,0,0.0067,20.3327,9.39,2.0028,0,0.8115,8.8513,25.0247,103.5971,6.2662,0,263.484,12.46,2.7999,0.0012,2.851,2.1312,0.0204,2.7674,2.2721,-5561.75,66.5778,15.87,4.0052,0.2353,0.0319,0.2218,11.74,2.923,0.009,0.0946,537.2691,2.5577,0.0834,5.0055,11.0755,3.4913,0.1748,607.6336,3.417,87.0205,2.8744,0.0827,0.61
0,-0.07,0.0183,3.9621,-0.0329,0.0299,0,0.0054,20.07,11.47,2.0502,0.0054,0.8543,23.1583,25.2503,13.6674,7.7911,0.4621,264.652,12.4673,3.2089,0.0016,2.783,1.694,0.0163,0,4.4294,-6413.25,69.2222,15.73,0,0.4182,0.0131,0.4641,18.67,3.235,0.0053,0.7096,531.6791,2.513,0.1258,6.0472,22.6363,4.6451,0.0498,612.6745,3.552,87.0024,1.6625,0.0979,0.21
0,1.28,0.0306,6.5641,-0.0135,0.0188,902.3438,0.0018,18.72,12.04,2.1207,0.0087,0.8376,8.7782,24.0616,39.1505,8.226,0.4663,251.174,12.6339,3.091,0.0015,2.932,0.5019,0.0049,2.5973,8.1293,-5191.5,68.0667,15.66,5.0119,0.7604,0.0321,0.1986,13.12,3.179,0.0019,-2.694,530.7036,2.81,0.2176,6.3537,9.363,3.4361,0.08,632.7164,3.146,86.4258,0.5958,0.0744,0.54
0,0.0282,0.014,3.0522,-0.0107,0.0227,0,0.0016,19.9718,9.1,2.1238,0.0039,0.7879,8.5889,25.8083,31.7386,6.3771,0.4593,246.738,12.4867,2.6374,0.002,2.913,0.4996,0.0049,0,7.2344,-5469.5,73.3778,15.61,0,0.6668,0.034,0.1814,10.49,3.796,0.0026,0.2838,530.8818,3.0278,0.1905,5.2025,8.539,3.5298,0.0822,614.6836,2.796,86.9963,0.7577,0.0623,0.34
0,-2.5345,0,0,-0.0128,0.0163,364.9575,0.0017,22.5345,4.24,2.0135,0,0.8405,8.5862,29.8877,47.7495,2.8331,0,251.872,12.5786,1.5726,0.0017,3.087,0.5368,0.0053,0,4.6924,-5573,69.5111,15.71,0,0.4485,0.0385,0.3006,14.91,2.632,0.0016,-2.08,531.4064,2.4302,0.1397,4.2571,14.9298,3.3796,0.074,614.8373,2.817,86.5384,0.4774,0.0636,0.3
0,2.4218,0.1122,26.0231,-0.0086,0.0232,255.1802,0.0039,17.5782,8.38,2.2181,0.0346,0.6879,8.5862,23.8478,41.7391,5.6564,0.4311,264.098,12.5216,2.5306,0.0013,2.627,1.2156,0.0118,0,2.4929,-6313.5,69.5222,15.73,0,0.2599,0.0328,0.2798,6.43,4.633,0.0081,-1.135,532.2855,3.61,0.08,5.6009,12.6164,3.4316,0.0781,604.56,2.817,86.5384,2.5844,0.088,0.27
0,-1.89,0,0,-0.0085,0.0232,703.1746,0.0035,21.89,9.65,2.2409,0,0.7879,8.4855,26.7765,78.8235,6.5694,0,264.272,12.601,2.796,0.0023,2.913,0.958,0.0093,2.7616,4.1482,-6351.25,71.4,15.61,5.6518,0.3927,0.034,0.3617,16.4,3.796,0.0056,0.2838,534.2327,3.3104,0.1202,5.3152,16.1417,4.5987,0.0732,620.9945,3.809,87.045,1.5576,0.0743,0.37
0,-1.4564,0.0201,4.3595,-0.0124,0.0209,369.4132,0.0034,21.4564,5.33,2.3259,0.0061,0.5708,9.0606,28.2871,56.5086,3.5747,0.4622,264.272,12.3351,1.5864,0.0023,2.415,1.0534,0.0102,2.1823,2.9469,-6351,63.8222,15.74,4.8368,0.2885,0.0228,0.2182,4.7,6.003,0.0045,-3.779,530.9809,3.0392,0.0945,4.7859,9.3821,4.6544,0.0579,615.2509,4.498,86.8551,1.4288,0.0764,0.22
0,2.8009,0,0,-0.0136,0,209.5748,0.0029,17.1991,6.08,2.1154,0,0.8722,8.5494,21.0159,37.4312,4.0832,0,256.698,12.4192,2.1593,0.002,2.924,0.8832,0.0086,0,7.5399,-6456.25,69.5889,15.93,0,0.7575,0.0445,0.4655,9.91,2.032,0.004,0,532.2627,5.8361,0.2208,5.151,22.006,4.7564,0.0701,618.2018,2.338,86.5361,1.297,0,0.32
1,1.1655,0,0,-0.0117,0.0206,0,0.0041,18.8345,5.52,2.027,0,0.7182,8.8105,25.5696,41.0256,3.6022,0,272.014,12.4992,1.6713,0.0015,2.734,1.3153,0.0128,0,4.6748,-5389.5,65.0889,16.09,0,0.4638,0.0062,0.2944,17.14,4.684,0.0053,-1.83,530.3364,2.4881,0.1426,5.23,14.5257,3.366,0.0922,615.6564,3.59,86.7128,1.6513,0.0687,0.3
0,-1.5945,0,0,-0.0117,0.0205,401.3683,0.0031,21.5945,11.01,2.349,0,0.5882,8.9833,27.2525,32.4094,7.0549,0,264.272,12.3351,3.3956,0.0021,2.456,1.0037,0.0098,0,12.9003,-5648.25,76.5556,15.7,0,1.1671,0.0239,0.3099,6.5,5.902,0.0039,-3.591,533.3073,2.087,0.3386,6.575,13.1943,3.3326,0.0579,621.6927,2.967,87.7644,1.2443,0.0726,0.22
0,-4.9018,0.0185,4.0433,-0.011,0.019,105.4711,0.0024,24.9018,6.06,2.3473,0.0053,0.555,8.7401,31.879,28.2139,4.0905,0.4574,264.272,12.4996,1.9194,0.0015,2.842,0.7724,0.0075,3.9352,11.1417,-5767.25,70.0222,15.82,6.7186,1.0082,0.0252,0.2775,14.34,6.369,0.0034,0.0473,533.2873,3.2469,0.2958,5.6738,11.8225,3.44,0.0561,617.9727,2.821,86.8963,1.0624,0.0677,0.21
0,3.3918,0,0,-0.0104,0.022,106.1378,0.0032,16.6082,7.78,2.2089,0,0.8261,8.7696,22.8177,28.0193,5.4606,0,264.272,12.488,2.4601,0.0021,2.721,0.9541,0.0092,0,2.1028,-6590.75,67.3778,15.97,0,0.2033,0.0089,0.3725,5.27,3.511,0.0039,0.615,532.21,4.2939,0.0664,4.8937,16.8636,4.6794,0.0697,610.0327,3.317,86.5639,1.1369,0.0707,0.25
0,2.3855,0.2285,51.3369,-0.0096,0.0307,108.9939,0.0043,17.6145,10.28,1.7997,0.056,0.7308,8.2638,22.5295,72.0627,6.7805,0.4452,258.612,12.4561,3.0594,0.002,3.811,1.3515,0.0131,2.9522,4.4551,-5335.5,73.2778,15.66,3.7067,0.4066,0.0266,0.3055,7.78,5.244,0.0053,0,540.1218,4.1949,0.1212,5.7386,16.9748,3.3238,0.0424,608.7455,3.009,86.7056,1.619,0.1107,0.18
0,-2.1173,0.0299,6.5145,-0.0094,0.021,500.6434,0.0018,22.1173,9.3,2.3999,0.0071,0.7697,8.8519,27.0478,48.1283,6.2891,0.4584,264.272,12.502,2.8862,0.0017,2.915,0.5554,0.0054,0,3.6094,-5248.25,68.1444,15.63,0,0.3915,0.0354,0.261,17.61,4.171,0.0035,0.1419,531.2564,3.3104,0.1155,5.6571,10.8757,3.4507,0.076,621.0273,3.182,86.9473,1.1194,0.0601,0.27
0,-1.9827,0,0,-0.0137,0.015,310.1788,0.003,21.9827,5.95,1.9155,0,0.8046,8.5862,26.1779,29.927,3.8989,0,264.272,12.602,2.1012,0.0011,2.753,0.9143,0.0089,0,3.8863,-6171,67.5222,15.7,0,0.3746,0.0411,0.2805,6.9,3.108,0.0031,0.0946,530.1782,2.8636,0.1335,5.0997,14.6455,3.4707,0.0852,622.3518,2.817,86.5384,1.1976,0.051,0.31
0,28.4227,0.2973,64.1552,-0.005,0.0432,32.8258,0.0047,11.5773,9.77,2.3956,0.0543,0.7388,8.7947,17.7542,116.5829,6.5265,0.4633,0,12.4882,3.0585,0.0015,2.643,1.4744,0.0143,0,5.6052,-5497.75,67.1556,15.76,0,0.578,0.0224,0.3566,19.35,3.617,0.0059,0.0473,531.6718,2.9451,0.168,4.7187,14.8871,3.2781,0.162,620.8382,2.859,87.1254,1.836,0.138,0.59
0,-0.9409,0.0236,5.163,-0.0073,0.0122,428.3092,0.0018,20.9409,9.94,2.0571,0.006,0.7677,23.1583,29.2332,70.8688,6.4924,0.4576,249.254,12.5218,3.1677,0.0023,2.703,0.5862,0.0057,0,4.0984,-5536,68,15.83,0,0.3937,0.0117,0.3413,8.72,3.23,0.0024,0.7569,536,4.4048,0.1272,5.4629,16.5929,3.3034,0.0743,622.8064,3.552,87.0024,0.7652,0.0502,0.26
0,0.7218,0.0443,9.6229,-0.0103,0.0238,793.8287,0.0059,19.2782,5.95,2.4341,0.0078,0.7025,9.2171,23.4212,56.1743,4.1323,0.4602,268.656,12.4896,2.0076,0.0012,2.618,1.8486,0.0179,2.0969,4.0033,-5465,63.4889,15.9,4.1012,0.429,0.0254,0.3004,9.85,4.434,0.0105,-0.5677,528.7264,3.6421,0.1285,5.1351,12.3428,3.4767,0.1923,608.44,6.25,86.2908,3.3334,0.0841,0.93
0,0.4982,0.0228,4.9964,-0.0076,0.018,0,0.0032,19.5018,10.61,2.1244,0.0064,0.812,8.1161,23.6096,78.5597,7.2128,0.4557,263.932,12.5051,3.2788,0.0013,2.865,1.0146,0.0099,0,3.0668,-5302,75.2,15.62,0,0.3001,0.0383,0.3116,14.14,3.501,0.0041,-1.655,531.0364,2.692,0.0954,6.9996,14.6674,3.4378,0.0585,629.0873,2.736,87.1218,1.3143,0.0688,0.2
0,-0.5327,0.0216,4.6706,-0.0112,0.0238,0,0.0036,20.5327,9.28,2.2656,0.0052,0.8253,8.6611,29.4663,41.9175,6.4537,0.4633,268.062,12.3578,2.9847,0.0025,2.789,1.0598,0.0103,0,4.208,-5479.25,70.5333,15.7,0,0.4077,0.0182,2.1967,12.06,3.082,0.0044,0,504.9173,3.0392,0.1162,4.7816,96.9601,3.4197,0.0909,614.4182,4.329,87.0853,1.3597,0.075,0.33
0,1.5882,0.2956,64.9501,-0.0075,0.0169,0,0.0048,38.4118,4.34,2.1917,0.0461,0.7304,10.6376,46.7625,67.8869,2.8513,0.4551,0,12.4871,1.2342,0.0007,2.598,1.5114,0.0146,4.0512,3.4904,-5175.5,67.2667,15.82,4.982,0.3739,0.0072,0.4128,8.8,3.434,0.0082,-0.1419,530.8764,2.7033,0.119,5.2825,18.8331,3.4337,0.1452,603.6827,2.419,87.5105,2.6078,0.0597,0.52
0,12.5391,0.0607,12.8495,-0.0071,0.0395,111.9698,0.0029,27.4609,12.97,1.9407,0.0138,0.7489,10.6376,37.4506,56.6372,9.0303,0.4727,265.394,12.4659,3.7387,0.0011,2.692,0.9416,0.0092,4.2047,15.7316,-5349.25,68.5444,15.83,6.3361,1.3942,0.0163,0.2806,10.44,3.777,0.0054,-0.4731,535.7664,4.7292,0.4016,4.0782,14.459,3.3574,0.0675,629.4655,2.419,87.5105,1.7575,0.1474,0.3
0,0.5773,0,0,-0.0111,0.0346,0,0.0055,19.4227,8.82,2.2678,0,0.5922,8.4768,27.5901,21.646,5.9787,0,268.016,12.4055,2.5314,0.0017,2.546,1.7093,0.0166,3.6271,3.4262,-6393.5,75.5778,15.75,6.1042,0.3382,0.0339,0.2171,8.69,4.678,0.0066,-0.8988,532.7627,3.0962,0.1103,6.8638,9.5747,4.7612,0.0654,631.3536,2.34,86.7188,1.9994,0.1191,0.23
0,4.8127,0,0,-0.0103,0.0122,233.5472,0.0035,15.1873,4.48,1.6633,0,0.8543,8.5003,16.9553,47.5728,2.9198,0,264.272,12.3996,1.4455,0.0028,2.783,1.1304,0.011,1.9614,4.8668,-6469.5,72.3444,15.73,7.1871,0.4763,0.0131,0.2937,18.14,3.235,0.0061,0.7096,534.1482,6.8199,0.1429,5.7028,17.6552,4.6092,0.0703,621.4909,4.022,87.1866,1.937,0.0475,0.24
0,23.7864,0.1278,27.3449,-0.0068,0.0447,32.0352,0.0065,16.2136,6.89,2.4386,0.0158,0.7388,9.1638,21.1535,49.8168,4.8968,0.4673,0,12.469,1.9311,0.001,2.643,2.0322,0.0195,0,2.5319,-6485.5,63.6444,15.76,0,0.2608,0.0224,0.3447,7.67,3.617,0.0088,0.0473,536.3864,4.9359,0.0854,4.3231,14.1369,4.565,0.1432,621.1409,2.963,88.4188,2.7681,0.1524,0.45
1,3.8682,0.0238,5.2624,-0.0075,0.0227,244.0423,0.0038,16.1318,3.47,1.0744,0.0062,0.7772,8.8356,21.8389,210.596,2.3751,0.4529,277.378,12.4647,1.2497,0.0022,2.589,1.0768,0.0105,2.9129,3.5122,-5261.25,71.4889,16.07,5.9333,0.3412,0.0102,0.1416,8.69,4.137,0.0059,0.2838,533.1809,2.6472,0.1111,4.2659,13.1807,3.5442,0.0863,614.8055,5.46,86.3856,1.7837,0.0707,0.34
0,5.9345,0,0,-0.0104,0,88.8022,0.0037,14.0655,4.93,2.151,0,0.6102,8.4509,17.8357,44.9761,3.6369,0,270.314,12.4386,1.5478,0.0015,2.499,1.1921,0.0116,4.0601,5.5816,-6499,72.3778,15.72,6.6698,0.5289,0.0299,0.5035,5.09,4.749,0.0044,-0.8515,532.17,3.0962,0.1612,5.1576,23.4054,4.7623,0.0874,625.6173,2.229,86.6899,1.3708,0,0.31
0,28.3118,0.0368,7.9931,-0.0073,0.0317,21.8283,0.006,11.6882,24.97,2.2598,0.007,0.7863,8.7289,18.1525,86.0068,16.9701,0.4604,265.206,12.5263,6.2758,0.0018,2.645,1.8549,0.0179,0,12.9464,-5357.5,67.0333,15.8,0,1.2564,0.0102,0.1676,14.36,2.27,0.0116,0.7096,533.42,2.8699,0.3714,4.1309,7.4181,3.5207,0.1286,638.63,2.671,86.7493,3.6422,0.0923,0.48
0,-2.3355,0.0282,6.1448,-0.009,0.0654,306.5784,0.002,22.3355,6.46,2.0153,0.0071,0.7677,8.5459,28.2141,49.0934,4.3162,0.4587,251.36,12.4618,1.7847,0.0016,2.703,0.6087,0.0059,0,4.5782,-6208.75,68.9556,15.83,0,0.4259,0.0117,0.1975,11.91,3.23,0.0024,0.7569,534.0555,4.5015,0.1346,5.2076,9.8005,4.6657,0.106,619.8982,2.013,86.6954,0.7879,0.2555,0.66
0,10.08,0.0337,7.3114,-0.004,0.041,53.4722,0.0019,29.92,13.94,2.4911,0.0066,0.6956,9.0998,40.5205,82.243,9.4293,0.4612,245.474,12.3376,3.6655,0.0012,2.761,0.5697,0.0056,5.097,3.5503,-5418.25,61.8778,15.8,6.1584,0.3601,0.0262,0.3855,7.88,3.609,0.0035,0.6623,533.7818,3.5498,0.1198,3.6691,15.4743,3.2743,0.0571,600.8955,5.31,88.24,1.0849,0.1399,0.18
